-1, 0.0384615
-0.99, 0.0392118
-0.98, 0.039984
-0.97, 0.0407789
-0.96, 0.0415973
-0.95, 0.0424403
-0.94, 0.0433088
-0.93, 0.0442038
-0.92, 0.0451264
-0.91, 0.0460776
-0.9, 0.0470588
-0.89, 0.0480711
-0.88, 0.0491159
-0.87, 0.0501945
-0.86, 0.0513084
-0.85, 0.052459
-0.84, 0.0536481
-0.83, 0.0548772
-0.82, 0.0561482
-0.81, 0.057463
-0.8, 0.0588235
-0.79, 0.0602319
-0.78, 0.0616903
-0.77, 0.0632011
-0.76, 0.0647668
-0.75, 0.06639
-0.74, 0.0680735
-0.73, 0.0698202
-0.72, 0.0716332
-0.71, 0.0735159
-0.7, 0.0754717
-0.69, 0.0775044
-0.68, 0.0796178
-0.67, 0.0818163
-0.66, 0.0841043
-0.65, 0.0864865
-0.64, 0.088968
-0.63, 0.0915541
-0.62, 0.0942507
-0.61, 0.0970638
-0.6, 0.1
-0.59, 0.103066
-0.58, 0.10627
-0.57, 0.109619
-0.56, 0.113122
-0.55, 0.116788
-0.54, 0.120627
-0.53, 0.124649
-0.52, 0.128866
-0.51, 0.133289
-0.5, 0.137931
-0.49, 0.142806
-0.48, 0.147929
-0.47, 0.153315
-0.46, 0.158983
-0.45, 0.164948
-0.44, 0.171233
-0.43, 0.177857
-0.42, 0.184843
-0.41, 0.192215
-0.4, 0.2
-0.39, 0.208225
-0.38, 0.21692
-0.37, 0.226116
-0.36, 0.235849
-0.35, 0.246154
-0.34, 0.257069
-0.33, 0.268637
-0.32, 0.280899
-0.31, 0.293902
-0.3, 0.307692
-0.29, 0.322321
-0.28, 0.337838
-0.27, 0.354296
-0.26, 0.371747
-0.25, 0.390244
-0.24, 0.409836
-0.23, 0.430571
-0.22, 0.452489
-0.21, 0.475624
-0.2, 0.5
-0.19, 0.525624
-0.18, 0.552486
-0.17, 0.580552
-0.16, 0.609756
-0.15, 0.64
-0.14, 0.671141
-0.13, 0.702988
-0.12, 0.735294
-0.11, 0.767754
-0.1, 0.8
-0.09, 0.831601
-0.08, 0.862069
-0.07, 0.890869
-0.06, 0.917431
-0.05, 0.941176
-0.04, 0.961538
-0.03, 0.977995
-0.02, 0.990099
-0.01, 0.997506
7.5287e-16, 1
0.01, 0.997506
0.02, 0.990099
0.03, 0.977995
0.04, 0.961538
0.05, 0.941176
0.06, 0.917431
0.07, 0.890869
0.08, 0.862069
0.09, 0.831601
0.1, 0.8
0.11, 0.767754
0.12, 0.735294
0.13, 0.702988
0.14, 0.671141
0.15, 0.64
0.16, 0.609756
0.17, 0.580552
0.18, 0.552486
0.19, 0.525624
0.2, 0.5
0.21, 0.475624
0.22, 0.452489
0.23, 0.430571
0.24, 0.409836
0.25, 0.390244
0.26, 0.371747
0.27, 0.354296
0.28, 0.337838
0.29, 0.322321
0.3, 0.307692
0.31, 0.293902
0.32, 0.280899
0.33, 0.268637
0.34, 0.257069
0.35, 0.246154
0.36, 0.235849
0.37, 0.226116
0.38, 0.21692
0.39, 0.208225
0.4, 0.2
0.41, 0.192215
0.42, 0.184843
0.43, 0.177857
0.44, 0.171233
0.45, 0.164948
0.46, 0.158983
0.47, 0.153315
0.48, 0.147929
0.49, 0.142806
0.5, 0.137931
0.51, 0.133289
0.52, 0.128866
0.53, 0.124649
0.54, 0.120627
0.55, 0.116788
0.56, 0.113122
0.57, 0.109619
0.58, 0.10627
0.59, 0.103066
0.6, 0.1
0.61, 0.0970638
0.62, 0.0942507
0.63, 0.0915541
0.64, 0.088968
0.65, 0.0864865
0.66, 0.0841043
0.67, 0.0818163
0.68, 0.0796178
0.69, 0.0775044
0.7, 0.0754717
0.71, 0.0735159
0.72, 0.0716332
0.73, 0.0698202
0.74, 0.0680735
0.75, 0.06639
0.76, 0.0647668
0.77, 0.0632011
0.78, 0.0616903
0.79, 0.0602319
0.8, 0.0588235
0.81, 0.057463
0.82, 0.0561482
0.83, 0.0548772
0.84, 0.0536481
0.85, 0.052459
0.86, 0.0513084
0.87, 0.0501945
0.88, 0.0491159
0.89, 0.0480711
0.9, 0.0470588
0.91, 0.0460776
0.92, 0.0451264
0.93, 0.0442038
0.94, 0.0433088
0.95, 0.0424403
0.96, 0.0415973
0.97, 0.0407789
0.98, 0.039984
0.99, 0.0392118
